788,417
330,925
303,250
125,147
350,586
725,970
886,174
566,524
744,689
299,835
813,493
606,509
349,251
771,804
105,868
981,888
209,897
535,324
280,923
812,630
575,151
670,355
968,224
567,236
920,575
783,643
672,709
424,873
553,727
934,836
616,536
950,661
556,262
861,982
586,560
365,869
353,960
752,383
884,896
633,596
741,344
381,550
179,830
392,340
378,443
427,653
182,241
254,336
492,810
256,823
319,165
524,517
438,655
577,525
163,311
952,530
498,888
698,812
120,977
883,689
489,588
106,460
405,871
499,973
955,529
651,865
852,659
919,717
325,599
324,379
546,597
129,498
444,784
795,917
514,841
269,960
578,230
737,646
127,503
706,677
778,127
185,758
538,238
987,572
286,151
366,488
435,316
565,434
445,879
1000,488
384,870
951,531
358,954
183,581
119,867
652,153
458,329
765,170
899,767
141,872
131,353
304,959
120,736
256,344
229,584
785,217
677,323
576,816
362,885
477,271
720,721
865,835
217,896
938,267
418,210
692,126
419,689
793,484
506,832
303,177
706,807
950,742
348,204
813,891
408,970
800,714
924,223
915,679
901,142
455,645
538,777
479,170
618,763
449,112
969,530
942,601
208,543
470,750
948,570
824,256
545,280
851,634
766,376
730,927
651,893
595,576
546,945
848,706
374,430
972,351
950,188
385,561
349,868
575,683
724,784
488,444
129,606
971,432
286,599
317,463
916,364
448,386
710,818
382,669
110,629
295,187
347,837
516,600
668,876
346,807
587,761
828,602
558,911
117,195
401,326
514,808
349,413
779,695
477,584
666,643
452,535
863,663
438,460
819,564
377,413
357,336
223,838
297,423
222,860
648,880
806,289
296,321
856,595
383,841
703,878
637,711
389,202
952,298
403,332
469,283
409,114
825,646
229,380
146,155
666,399
814,229
753,989
870,602
205,993
112,687
391,580
590,551
448,288
152,358
982,589
216,941
166,510
603,175
690,744
802,154
255,252
930,676
411,187
354,221
671,882
526,720
710,909
733,331
894,635
489,561
553,404
980,702
539,412
682,735
161,724
857,201
881,312
740,316
370,776
183,260
345,277
665,176
260,102
518,561
805,708
581,398
133,337
395,823
389,819
980,564
172,803
339,370
906,910
740,703
777,923
302,535
217,657
330,763
252,372
946,245
173,161
269,911
414,709
866,944
682,395
549,227
579,805
411,816
512,378
612,652
605,548
182,712
140,542
852,430
718,356
126,193
334,790
956,981
689,701
121,883
788,941
375,690
141,881
874,279
581,631
767,552
384,285
699,546
750,933
603,193
581,456
518,441
428,786
207,978
264,437
521,810
607,395
778,510
933,878
663,137
565,190
422,358
431,218
891,513
985,626
944,101
773,990
655,573
523,155
292,630
470,737
874,610
740,552
878,152
308,373
662,234
394,548
815,596
224,129
745,723
918,345
826,262
418,664
114,665
517,195
330,961
216,572
220,763
952,257
610,833
398,621
822,379
525,954
594,583
349,567
664,248
492,295
713,620
864,1000
239,984
171,382
891,908
974,524
448,906
619,373
940,102
389,843
405,957
701,693
775,601
986,252
557,651
595,453
440,665
881,656
486,566
429,990
293,814
344,685
492,339
976,894
520,144
425,862
584,822
930,490
495,779
911,940
767,255
607,137
229,614
704,439
990,202
995,965
550,202
638,567
115,839
247,519
991,770
258,176
580,900
371,446
738,809
507,765
182,972
436,972
790,979
646,489
424,741
835,877
599,993
654,136
732,170
340,746
800,394
332,864
192,544
200,878
748,820
993,202
554,270
810,406
129,147
432,915
157,400
467,483
541,249
350,643
521,679
798,911
284,274
279,180
724,991
491,734
799,346
609,697
246,337
572,753
360,570
361,782
109,923
576,394
793,659
261,175
552,453
701,406
754,534
806,356
567,965
409,303
493,973
594,209
342,490
685,467
688,402
816,402
122,949
774,505
381,108
679,985
802,896
862,150
720,863
608,952
393,894
918,335
721,921
460,324
751,294
735,356
794,873
838,885
775,797
958,240
743,199
742,761
140,416
907,551
134,693
473,849
234,192
402,434
865,525
279,305
235,905
652,997
474,643
613,379
950,268
363,944
593,925
402,864
991,446
923,217
579,177
244,872
331,980
792,841
790,506
966,923
670,474
192,909
504,114
370,649
226,565
477,788
866,788
368,698
490,942
753,480
210,791
339,582
125,734
674,435
724,326
763,164
750,943
575,817
409,764
518,219
243,146
138,411
604,218
199,340
650,238
497,564
479,786
860,813
653,529
701,860
844,258
524,770
201,953
601,730
517,386
133,806
479,322
554,555
341,975
471,201
802,476
657,760
467,162
507,382
294,225
968,943
565,193
778,317
757,754
711,121
151,905
441,349
228,905
678,310
170,949
883,667
312,700
321,932
990,338
436,892
251,907
710,102
383,979
248,233
653,356
917,278
212,776
987,126
234,115
466,908
907,343
702,431
116,278
371,153
229,859
531,638
216,863
165,587
559,896
470,625
707,211
562,615
326,729
144,844
902,987
774,633
408,569
758,131
162,590
967,511
536,802
210,602
829,554
175,182
429,722
251,167
229,381
739,748
699,661
829,432
490,711
643,401
564,617
719,540
201,912
818,217
973,770
766,998
887,664
838,986
320,540
562,333
523,447
947,564
508,525
847,197
420,537
420,781
361,483
256,803
585,168
193,951
187,195
542,198
862,856
481,931
233,669
161,700
675,675
437,786
225,520
462,994
781,868
533,988
838,152
394,714
419,460
206,691
619,317
258,772
593,329
967,210
458,965
669,476
217,880
385,687
331,926
539,965
674,885
938,736
728,791
758,670
126,723
773,949
810,373
129,284
379,819
880,416
447,459
106,285
